tag,step,value
test/returns_stat/min,262144,-31.0
test/returns_stat/min,327680,-31.0
test/returns_stat/min,393216,-31.0
test/returns_stat/min,458752,-31.0
test/returns_stat/min,524288,-31.0
test/returns_stat/min,589824,-31.0
test/returns_stat/min,655360,-31.0
test/returns_stat/min,720896,-31.0
test/returns_stat/min,786432,-31.0
test/returns_stat/min,851968,-31.0
test/returns_stat/min,917504,-31.0
test/returns_stat/min,983040,-31.0
test/returns_stat/min,1048576,-31.0
test/returns_stat/min,1114112,-31.0
test/returns_stat/min,1179648,-31.0
test/returns_stat/min,1245184,-31.0
test/returns_stat/min,1310720,-31.0
test/returns_stat/min,1376256,-31.0
test/returns_stat/min,1441792,-31.0
test/returns_stat/min,1507328,-31.0
test/returns_stat/min,1572864,-31.0
test/returns_stat/min,1638400,-31.0
test/returns_stat/min,1703936,-31.0
test/lens_stat/mean,0,100.0
test/lens_stat/mean,65536,100.0
test/lens_stat/mean,131072,100.0
test/lens_stat/mean,196608,100.0
test/lens_stat/mean,262144,100.0
test/lens_stat/mean,327680,100.0
test/lens_stat/mean,393216,100.0
test/lens_stat/mean,458752,100.0
test/lens_stat/mean,524288,100.0
test/lens_stat/mean,589824,100.0
test/lens_stat/mean,655360,100.0
test/lens_stat/mean,720896,100.0
test/lens_stat/mean,786432,100.0
test/lens_stat/mean,851968,100.0
test/lens_stat/mean,917504,100.0
test/lens_stat/mean,983040,100.0
test/lens_stat/mean,1048576,100.0
test/lens_stat/mean,1114112,100.0
test/lens_stat/mean,1179648,100.0
test/lens_stat/mean,1245184,100.0
test/lens_stat/mean,1310720,100.0
test/lens_stat/mean,1376256,100.0
test/lens_stat/mean,1441792,100.0
test/lens_stat/mean,1507328,100.0
test/lens_stat/mean,1572864,100.0
test/lens_stat/mean,1638400,100.0
test/lens_stat/mean,1703936,100.0
test/lens_stat/std,0,0.0
test/lens_stat/std,65536,0.0
test/lens_stat/std,131072,0.0
test/lens_stat/std,196608,0.0
test/lens_stat/std,262144,0.0
test/lens_stat/std,327680,0.0
test/lens_stat/std,393216,0.0
test/lens_stat/std,458752,0.0
test/lens_stat/std,524288,0.0
test/lens_stat/std,589824,0.0
test/lens_stat/std,655360,0.0
test/lens_stat/std,720896,0.0
test/lens_stat/std,786432,0.0
test/lens_stat/std,851968,0.0
test/lens_stat/std,917504,0.0
test/lens_stat/std,983040,0.0
test/lens_stat/std,1048576,0.0
test/lens_stat/std,1114112,0.0
test/lens_stat/std,1179648,0.0
test/lens_stat/std,1245184,0.0
test/lens_stat/std,1310720,0.0
test/lens_stat/std,1376256,0.0
test/lens_stat/std,1441792,0.0
test/lens_stat/std,1507328,0.0
test/lens_stat/std,1572864,0.0
test/lens_stat/std,1638400,0.0
test/lens_stat/std,1703936,0.0
test/lens_stat/max,0,100.0
test/lens_stat/max,65536,100.0
test/lens_stat/max,131072,100.0
test/lens_stat/max,196608,100.0
test/lens_stat/max,262144,100.0
test/lens_stat/max,327680,100.0
test/lens_stat/max,393216,100.0
test/lens_stat/max,458752,100.0
test/lens_stat/max,524288,100.0
test/lens_stat/max,589824,100.0
test/lens_stat/max,655360,100.0
test/lens_stat/max,720896,100.0
test/lens_stat/max,786432,100.0
test/lens_stat/max,851968,100.0
test/lens_stat/max,917504,100.0
test/lens_stat/max,983040,100.0
test/lens_stat/max,1048576,100.0
test/lens_stat/max,1114112,100.0
test/lens_stat/max,1179648,100.0
test/lens_stat/max,1245184,100.0
test/lens_stat/max,1310720,100.0
test/lens_stat/max,1376256,100.0
test/lens_stat/max,1441792,100.0
test/lens_stat/max,1507328,100.0
test/lens_stat/max,1572864,100.0
test/lens_stat/max,1638400,100.0
test/lens_stat/max,1703936,100.0
test/lens_stat/min,0,100.0
test/lens_stat/min,65536,100.0
test/lens_stat/min,131072,100.0
test/lens_stat/min,196608,100.0
test/lens_stat/min,262144,100.0
test/lens_stat/min,327680,100.0
test/lens_stat/min,393216,100.0
test/lens_stat/min,458752,100.0
test/lens_stat/min,524288,100.0
test/lens_stat/min,589824,100.0
test/lens_stat/min,655360,100.0
test/lens_stat/min,720896,100.0
test/lens_stat/min,786432,100.0
test/lens_stat/min,851968,100.0
test/lens_stat/min,917504,100.0
test/lens_stat/min,983040,100.0
test/lens_stat/min,1048576,100.0
test/lens_stat/min,1114112,100.0
test/lens_stat/min,1179648,100.0
test/lens_stat/min,1245184,100.0
test/lens_stat/min,1310720,100.0
test/lens_stat/min,1376256,100.0
test/lens_stat/min,1441792,100.0
test/lens_stat/min,1507328,100.0
test/lens_stat/min,1572864,100.0
test/lens_stat/min,1638400,100.0
test/lens_stat/min,1703936,100.0
training/env_step,4096,4096.0
training/env_step,8192,8192.0
training/env_step,12288,12288.0
training/env_step,16384,16384.0
training/env_step,20480,20480.0
training/env_step,24576,24576.0
training/env_step,28672,28672.0
training/env_step,32768,32768.0
training/env_step,36864,36864.0
training/env_step,40960,40960.0
training/env_step,45056,45056.0
training/env_step,49152,49152.0
training/env_step,53248,53248.0
training/env_step,57344,57344.0
training/env_step,61440,61440.0
training/env_step,65536,65536.0
training/env_step,69632,69632.0
training/env_step,73728,73728.0
training/env_step,77824,77824.0
training/env_step,81920,81920.0
training/env_step,86016,86016.0
training/env_step,90112,90112.0
training/env_step,94208,94208.0
training/env_step,98304,98304.0
training/env_step,102400,102400.0
training/env_step,106496,106496.0
training/env_step,110592,110592.0
training/env_step,114688,114688.0
training/env_step,118784,118784.0
training/env_step,122880,122880.0
training/env_step,126976,126976.0
training/env_step,131072,131072.0
training/env_step,135168,135168.0
training/env_step,139264,139264.0
training/env_step,143360,143360.0
training/env_step,147456,147456.0
training/env_step,151552,151552.0
training/env_step,155648,155648.0
training/env_step,159744,159744.0
training/env_step,163840,163840.0
training/env_step,167936,167936.0
training/env_step,172032,172032.0
training/env_step,176128,176128.0
training/env_step,180224,180224.0
training/env_step,184320,184320.0
training/env_step,188416,188416.0
training/env_step,192512,192512.0
training/env_step,196608,196608.0
training/env_step,200704,200704.0
training/env_step,204800,204800.0
training/env_step,208896,208896.0
training/env_step,212992,212992.0
training/env_step,217088,217088.0
training/env_step,221184,221184.0
training/env_step,225280,225280.0
training/env_step,229376,229376.0
training/env_step,233472,233472.0
training/env_step,237568,237568.0
training/env_step,241664,241664.0
training/env_step,245760,245760.0
training/env_step,249856,249856.0
training/env_step,253952,253952.0
training/env_step,258048,258048.0
training/env_step,262144,262144.0
training/env_step,266240,266240.0
training/env_step,270336,270336.0
training/env_step,274432,274432.0
training/env_step,278528,278528.0
training/env_step,282624,282624.0
training/env_step,286720,286720.0
training/env_step,290816,290816.0
training/env_step,294912,294912.0
training/env_step,299008,299008.0
training/env_step,303104,303104.0
training/env_step,307200,307200.0
training/env_step,311296,311296.0
training/env_step,315392,315392.0
training/env_step,319488,319488.0
training/env_step,323584,323584.0
training/env_step,327680,327680.0
training/env_step,331776,331776.0
training/env_step,335872,335872.0
training/env_step,339968,339968.0
training/env_step,344064,344064.0
training/env_step,348160,348160.0
training/env_step,352256,352256.0
training/env_step,356352,356352.0
training/env_step,360448,360448.0
training/env_step,364544,364544.0
training/env_step,368640,368640.0
training/env_step,372736,372736.0
training/env_step,376832,376832.0
training/env_step,380928,380928.0
training/env_step,385024,385024.0
training/env_step,389120,389120.0
training/env_step,393216,393216.0
training/env_step,397312,397312.0
training/env_step,401408,401408.0
training/env_step,405504,405504.0
training/env_step,409600,409600.0
training/env_step,413696,413696.0
training/env_step,417792,417792.0
training/env_step,421888,421888.0
training/env_step,425984,425984.0
training/env_step,430080,430080.0
training/env_step,434176,434176.0
training/env_step,438272,438272.0
training/env_step,442368,442368.0
training/env_step,446464,446464.0
training/env_step,450560,450560.0
training/env_step,454656,454656.0
training/env_step,458752,458752.0
training/env_step,462848,462848.0
training/env_step,466944,466944.0
training/env_step,471040,471040.0
training/env_step,475136,475136.0
training/env_step,479232,479232.0
training/env_step,483328,483328.0
training/env_step,487424,487424.0
training/env_step,491520,491520.0
training/env_step,495616,495616.0
training/env_step,499712,499712.0
training/env_step,503808,503808.0
training/env_step,507904,507904.0
training/env_step,512000,512000.0
training/env_step,516096,516096.0
training/env_step,520192,520192.0
training/env_step,524288,524288.0
training/env_step,528384,528384.0
training/env_step,532480,532480.0
training/env_step,536576,536576.0
training/env_step,540672,540672.0
training/env_step,544768,544768.0
training/env_step,548864,548864.0
training/env_step,552960,552960.0
training/env_step,557056,557056.0
training/env_step,561152,561152.0
training/env_step,565248,565248.0
training/env_step,569344,569344.0
training/env_step,573440,573440.0
training/env_step,577536,577536.0
training/env_step,581632,581632.0
training/env_step,585728,585728.0
training/env_step,589824,589824.0
training/env_step,593920,593920.0
training/env_step,598016,598016.0
training/env_step,602112,602112.0
training/env_step,606208,606208.0
training/env_step,610304,610304.0
training/env_step,614400,614400.0
training/env_step,618496,618496.0
training/env_step,622592,622592.0
training/env_step,626688,626688.0
training/env_step,630784,630784.0
training/env_step,634880,634880.0
training/env_step,638976,638976.0
training/env_step,643072,643072.0
training/env_step,647168,647168.0
training/env_step,651264,651264.0
training/env_step,655360,655360.0
training/env_step,659456,659456.0
training/env_step,663552,663552.0
training/env_step,667648,667648.0
training/env_step,671744,671744.0
training/env_step,675840,675840.0
training/env_step,679936,679936.0
training/env_step,684032,684032.0
training/env_step,688128,688128.0
training/env_step,692224,692224.0
training/env_step,696320,696320.0
training/env_step,700416,700416.0
training/env_step,704512,704512.0
training/env_step,708608,708608.0
training/env_step,712704,712704.0
training/env_step,716800,716800.0
training/env_step,720896,720896.0
training/env_step,724992,724992.0
training/env_step,729088,729088.0
training/env_step,733184,733184.0
training/env_step,737280,737280.0
training/env_step,741376,741376.0
training/env_step,745472,745472.0
training/env_step,749568,749568.0
training/env_step,753664,753664.0
training/env_step,757760,757760.0
training/env_step,761856,761856.0
training/env_step,765952,765952.0
training/env_step,770048,770048.0
training/env_step,774144,774144.0
training/env_step,778240,778240.0
training/env_step,782336,782336.0
training/env_step,786432,786432.0
training/env_step,790528,790528.0
training/env_step,794624,794624.0
training/env_step,798720,798720.0
training/env_step,802816,802816.0
training/env_step,806912,806912.0
training/env_step,811008,811008.0
training/env_step,815104,815104.0
training/env_step,819200,819200.0
training/env_step,823296,823296.0
training/env_step,827392,827392.0
training/env_step,831488,831488.0
training/env_step,835584,835584.0
training/env_step,839680,839680.0
training/env_step,843776,843776.0
training/env_step,847872,847872.0
training/env_step,851968,851968.0
training/env_step,856064,856064.0
training/env_step,860160,860160.0
training/env_step,864256,864256.0
training/env_step,868352,868352.0
training/env_step,872448,872448.0
training/env_step,876544,876544.0
training/env_step,880640,880640.0
training/env_step,884736,884736.0
training/env_step,888832,888832.0
training/env_step,892928,892928.0
training/env_step,897024,897024.0
training/env_step,901120,901120.0
training/env_step,905216,905216.0
training/env_step,909312,909312.0
training/env_step,913408,913408.0
training/env_step,917504,917504.0
training/env_step,921600,921600.0
training/env_step,925696,925696.0
training/env_step,929792,929792.0
training/env_step,933888,933888.0
training/env_step,937984,937984.0
training/env_step,942080,942080.0
training/env_step,946176,946176.0
training/env_step,950272,950272.0
training/env_step,954368,954368.0
training/env_step,958464,958464.0
training/env_step,962560,962560.0
training/env_step,966656,966656.0
training/env_step,970752,970752.0
training/env_step,974848,974848.0
training/env_step,978944,978944.0
training/env_step,983040,983040.0
training/env_step,987136,987136.0
training/env_step,991232,991232.0
training/env_step,995328,995328.0
training/env_step,999424,999424.0
training/env_step,1003520,1003520.0
training/env_step,1007616,1007616.0
training/env_step,1011712,1011712.0
training/env_step,1015808,1015808.0
training/env_step,1019904,1019904.0
training/env_step,1024000,1024000.0
training/env_step,1028096,1028096.0
training/env_step,1032192,1032192.0
training/env_step,1036288,1036288.0
training/env_step,1040384,1040384.0
training/env_step,1044480,1044480.0
training/env_step,1048576,1048576.0
training/env_step,1052672,1052672.0
training/env_step,1056768,1056768.0
training/env_step,1060864,1060864.0
training/env_step,1064960,1064960.0
training/env_step,1069056,1069056.0
training/env_step,1073152,1073152.0
training/env_step,1077248,1077248.0
training/env_step,1081344,1081344.0
training/env_step,1085440,1085440.0
training/env_step,1089536,1089536.0
training/env_step,1093632,1093632.0
training/env_step,1097728,1097728.0
training/env_step,1101824,1101824.0
training/env_step,1105920,1105920.0
training/env_step,1110016,1110016.0
training/env_step,1114112,1114112.0
training/env_step,1118208,1118208.0
training/env_step,1122304,1122304.0
training/env_step,1126400,1126400.0
training/env_step,1130496,1130496.0
training/env_step,1134592,1134592.0
training/env_step,1138688,1138688.0
training/env_step,1142784,1142784.0
training/env_step,1146880,1146880.0
training/env_step,1150976,1150976.0
training/env_step,1155072,1155072.0
training/env_step,1159168,1159168.0
training/env_step,1163264,1163264.0
training/env_step,1167360,1167360.0
training/env_step,1171456,1171456.0
training/env_step,1175552,1175552.0
training/env_step,1179648,1179648.0
training/env_step,1183744,1183744.0
training/env_step,1187840,1187840.0
training/env_step,1191936,1191936.0
training/env_step,1196032,1196032.0
training/env_step,1200128,1200128.0
training/env_step,1204224,1204224.0
training/env_step,1208320,1208320.0
training/env_step,1212416,1212416.0
training/env_step,1216512,1216512.0
training/env_step,1220608,1220608.0
training/env_step,1224704,1224704.0
training/env_step,1228800,1228800.0
training/env_step,1232896,1232896.0
training/env_step,1236992,1236992.0
training/env_step,1241088,1241088.0
training/env_step,1245184,1245184.0
training/env_step,1249280,1249280.0
training/env_step,1253376,1253376.0
training/env_step,1257472,1257472.0
training/env_step,1261568,1261568.0
training/env_step,1265664,1265664.0
training/env_step,1269760,1269760.0
training/env_step,1273856,1273856.0
training/env_step,1277952,1277952.0
training/env_step,1282048,1282048.0
training/env_step,1286144,1286144.0
training/env_step,1290240,1290240.0
training/env_step,1294336,1294336.0
training/env_step,1298432,1298432.0
training/env_step,1302528,1302528.0
training/env_step,1306624,1306624.0
training/env_step,1310720,1310720.0
training/env_step,1314816,1314816.0
training/env_step,1318912,1318912.0
training/env_step,1323008,1323008.0
training/env_step,1327104,1327104.0
training/env_step,1331200,1331200.0
training/env_step,1335296,1335296.0
training/env_step,1339392,1339392.0
training/env_step,1343488,1343488.0
training/env_step,1347584,1347584.0
training/env_step,1351680,1351680.0
training/env_step,1355776,1355776.0
training/env_step,1359872,1359872.0
training/env_step,1363968,1363968.0
training/env_step,1368064,1368064.0
training/env_step,1372160,1372160.0
training/env_step,1376256,1376256.0
training/env_step,1380352,1380352.0
training/env_step,1384448,1384448.0
training/env_step,1388544,1388544.0
training/env_step,1392640,1392640.0
training/env_step,1396736,1396736.0
training/env_step,1400832,1400832.0
training/env_step,1404928,1404928.0
training/env_step,1409024,1409024.0
training/env_step,1413120,1413120.0
training/env_step,1417216,1417216.0
training/env_step,1421312,1421312.0
training/env_step,1425408,1425408.0
training/env_step,1429504,1429504.0
training/env_step,1433600,1433600.0
training/env_step,1437696,1437696.0
training/env_step,1441792,1441792.0
training/env_step,1445888,1445888.0
training/env_step,1449984,1449984.0
training/env_step,1454080,1454080.0
training/env_step,1458176,1458176.0
training/env_step,1462272,1462272.0
training/env_step,1466368,1466368.0
training/env_step,1470464,1470464.0
training/env_step,1474560,1474560.0
training/env_step,1478656,1478656.0
training/env_step,1482752,1482752.0
training/env_step,1486848,1486848.0
training/env_step,1490944,1490944.0
training/env_step,1495040,1495040.0
training/env_step,1499136,1499136.0
training/env_step,1503232,1503232.0
training/env_step,1507328,1507328.0
training/env_step,1511424,1511424.0
training/env_step,1515520,1515520.0
training/env_step,1519616,1519616.0
training/env_step,1523712,1523712.0
training/env_step,1527808,1527808.0
training/env_step,1531904,1531904.0
training/env_step,1536000,1536000.0
training/env_step,1540096,1540096.0
training/env_step,1544192,1544192.0
training/env_step,1548288,1548288.0
training/env_step,1552384,1552384.0
training/env_step,1556480,1556480.0
training/env_step,1560576,1560576.0
training/env_step,1564672,1564672.0
training/env_step,1568768,1568768.0
training/env_step,1572864,1572864.0
training/env_step,1576960,1576960.0
training/env_step,1581056,1581056.0
training/env_step,1585152,1585152.0
training/env_step,1589248,1589248.0
training/env_step,1593344,1593344.0
training/env_step,1597440,1597440.0
training/env_step,1601536,1601536.0
training/env_step,1605632,1605632.0
training/env_step,1609728,1609728.0
training/env_step,1613824,1613824.0
training/env_step,1617920,1617920.0
training/env_step,1622016,1622016.0
training/env_step,1626112,1626112.0
training/env_step,1630208,1630208.0
training/env_step,1634304,1634304.0
training/env_step,1638400,1638400.0
training/env_step,1642496,1642496.0
training/env_step,1646592,1646592.0
training/env_step,1650688,1650688.0
training/env_step,1654784,1654784.0
training/env_step,1658880,1658880.0
training/env_step,1662976,1662976.0
training/env_step,1667072,1667072.0
training/env_step,1671168,1671168.0
training/env_step,1675264,1675264.0
training/env_step,1679360,1679360.0
training/env_step,1683456,1683456.0
training/env_step,1687552,1687552.0
training/env_step,1691648,1691648.0
training/env_step,1695744,1695744.0
training/env_step,1699840,1699840.0
training/env_step,1703936,1703936.0
training/env_step,1708032,1708032.0
training/env_step,1712128,1712128.0
training/env_step,1716224,1716224.0
training/env_step,1720320,1720320.0
training/env_step,1724416,1724416.0
training/env_step,1728512,1728512.0
training/env_step,1732608,1732608.0
training/n_collected_episodes,4096,32.0
training/n_collected_episodes,8192,32.0
training/n_collected_episodes,12288,32.0
training/n_collected_episodes,16384,64.0
training/n_collected_episodes,20480,32.0
training/n_collected_episodes,24576,32.0
training/n_collected_episodes,28672,32.0
training/n_collected_episodes,32768,64.0
training/n_collected_episodes,36864,32.0
training/n_collected_episodes,40960,32.0
training/n_collected_episodes,45056,64.0
training/n_collected_episodes,49152,32.0
training/n_collected_episodes,53248,32.0
training/n_collected_episodes,57344,32.0
training/n_collected_episodes,61440,64.0
training/n_collected_episodes,65536,32.0
training/n_collected_episodes,69632,32.0
training/n_collected_episodes,73728,64.0
training/n_collected_episodes,77824,32.0
training/n_collected_episodes,81920,32.0
training/n_collected_episodes,86016,32.0
training/n_collected_episodes,90112,64.0
training/n_collected_episodes,94208,32.0
training/n_collected_episodes,98304,32.0
training/n_collected_episodes,102400,64.0
training/n_collected_episodes,106496,32.0
training/n_collected_episodes,110592,32.0
training/n_collected_episodes,114688,32.0
training/n_collected_episodes,118784,64.0
training/n_collected_episodes,122880,32.0
training/n_collected_episodes,126976,32.0
training/n_collected_episodes,131072,32.0
training/n_collected_episodes,135168,64.0
training/n_collected_episodes,139264,32.0
training/n_collected_episodes,143360,32.0
training/n_collected_episodes,147456,64.0
training/n_collected_episodes,151552,32.0
training/n_collected_episodes,155648,32.0
training/n_collected_episodes,159744,32.0
training/n_collected_episodes,163840,64.0
training/n_collected_episodes,167936,32.0
training/n_collected_episodes,172032,32.0
training/n_collected_episodes,176128,64.0
training/n_collected_episodes,180224,32.0
training/n_collected_episodes,184320,32.0
training/n_collected_episodes,188416,32.0
training/n_collected_episodes,192512,64.0
training/n_collected_episodes,196608,32.0
training/n_collected_episodes,200704,32.0
training/n_collected_episodes,204800,64.0
training/n_collected_episodes,208896,32.0
training/n_collected_episodes,212992,32.0
training/n_collected_episodes,217088,32.0
training/n_collected_episodes,221184,64.0
training/n_collected_episodes,225280,32.0
training/n_collected_episodes,229376,32.0
training/n_collected_episodes,233472,32.0
training/n_collected_episodes,237568,64.0
training/n_collected_episodes,241664,32.0
training/n_collected_episodes,245760,32.0
training/n_collected_episodes,249856,64.0
training/n_collected_episodes,253952,32.0
training/n_collected_episodes,258048,32.0
training/n_collected_episodes,262144,32.0
training/n_collected_episodes,266240,64.0
training/n_collected_episodes,270336,32.0
training/n_collected_episodes,274432,32.0
training/n_collected_episodes,278528,64.0
training/n_collected_episodes,282624,32.0
training/n_collected_episodes,286720,32.0
training/n_collected_episodes,290816,32.0
training/n_collected_episodes,294912,64.0
training/n_collected_episodes,299008,32.0
training/n_collected_episodes,303104,32.0
training/n_collected_episodes,307200,64.0
